,text,target,T,A,polarity
296," New skyscrapers to be built at LOCATION1 including the Riverside South towers, the Heron Quays West double-skyscraper development and the North Quay project, consisting of three towers",,LOCATION1,general,Negative
297," Of course there are cheaper areas - LOCATION1, near to the London but somewhat dangerous",,LOCATION1,price,Positive
298, On the othere hand i know lads from LOCATION1 who are in The royal engineers serving and they some of the hardest and good boys i have ever Met and they come up to Liverpool,,LOCATION1,price,Positive
299, One really nice area is LOCATION2 or LOCATION1,,LOCATION2,general,Positive
300, Personally prefer LOCATION1 and LOCATION2 ,,LOCATION1,general,Positive
301, Rent in LOCATION1 is reasonable for a relatively nice part of London,,LOCATION1,price,Positive
302, Start at LOCATION2 or finish what you didn't finish yesterday in LOCATION1,,LOCATION1,price,Positive
303, Take a curry down LOCATION1 ,,LOCATION1,dining,Positive
304," The 2 Brewers: 114 LOCATION1 High St, London, Greater London SW4 7UJ Established in 1981 and still hopping",,LOCATION1,dining,Positive
305," The LOCATION1 area is crowded on a Saturday night, plenty of bars, restaurants - very lively and quite a young crowd rented housing is expensive ",,LOCATION1,quiet,Negative
306," The LOCATION2/LOCATION1 area in South London is really lively ; loads of bars, pubs and restaurants and open spaces as well for the summer",,LOCATION2,dining,Positive
307," The London borough of LOCATION1 ( pronunciation ( helpinfo ) ) is a London borough of LOCATION2 , England and forms part of Outer London and is one of the 32 London Boroughs ( plus the London ) which forms part of Greater London",,LOCATION2,dining,Positive
308," The area of London where LOCATION1 is heavily populated by ethnic minority groups, particularly Bangladeshi muslims",,LOCATION1,multicultural,Positive
309, The best club in London is Fabric in LOCATION1 if you like proper dance music,,LOCATION1,nightlife,Positive
310, The only one which is not got any rough parts is LOCATION1 thats basically in central London expensive so no trouble much there,,LOCATION1,safety,Positive
311," The town of LOCATION1 itself is beautiful, and I'd happily live there as its an upcoming, youngish area to live",,LOCATION1,general,Positive
312, The victoria and Albert Museum in LOCATION1 is also good ,,LOCATION1,touristy,Positive
313," There are shops in LOCATION1 you know, you won't need to go into Central London every time you want a pint of milk",,LOCATION1,shopping,Positive
314," There is a large Turkish community where I live in LOCATION1, so you will be very welcome here especially  ",,LOCATION1,multicultural,Positive
315, There was recently an article in Time Out saying that LOCATION1 was the up and coming area,,LOCATION1,general,Positive
316, Well LOCATION1 is the home of the worlds longest street market,,LOCATION1,shopping,Positive
317," When I was two Years old I lived in LOCATION1, London",,LOCATION1,shopping,Positive
318, You will struggle to find something  affordable in a desirable area of LOCATION1 ,,LOCATION1,price,Negative
319, a bit further out like LOCATION1 might satisfy you if you don't mind commuting,,LOCATION1,general,Positive
320, a nice area is LOCATION1 or LOCATION2,,LOCATION1,general,Positive
321, a strong Vietnamese community based in the LOCATION1 and a sizeable Japanese community around the LOCATION2 area,,LOCATION2,multicultural,Positive
322, already looked in LOCATION1 and cannot afford it,,LOCATION1,price,Negative
323, an area like LOCATION1 is very residential and leafy,,LOCATION1,green-nature,Positive
324," area around LOCATION2 is nice   middle class suburb with an arty feel, lots of open space otherwise try LOCATION1",,LOCATION2,green-nature,Positive
325," areas near LOCATION1 station, lots of markets, stores and pubs ",,LOCATION1,shopping,Positive
326," as I said some areas around LOCATION1 are quite rich, so you'll have to look online to find what homes are available",,LOCATION1,price,Negative
327," as for LOCATION1 itself, the little I've seen of it seems to be a lot of commuter flats, I couldn't comment on culture and nightlife though",,LOCATION1,transit-location,Positive
328," avoid LOCATION1,  the old tower blocks are gone but it's still not got a nice vibe there",,LOCATION1,general,Negative
329, being in LOCATION1 you would be very close to the Centre,,LOCATION1,transit-location,Positive
330, both LOCATION2 and LOCATION1 have excellent shopping facilities,,LOCATION2,shopping,Positive
331, celebrities live in LOCATION1 - It is quite a wealthy area and is in the borough of LOCATION1  ,,LOCATION1,price,Negative
332," cheaper places that are still central include LOCATION2 and LOCATION1, as mentioned in other answers",,LOCATION1,transit-location,Positive
333, don't live in the LOCATION1 it is pretty rough especially around LOCATION2,,LOCATION1,safety,Negative
334, even LOCATION1 now is boasting huge rents because the London workers are moving in,,LOCATION1,price,Negative
335, everybody associates LOCATION1 with a large Indian Community,,LOCATION1,multicultural,Positive
336, everytime I stay round a friends in LOCATION1the wLOCATION1dential area look really depressing and dull,,LOCATION1,general,Negative
337," for example there are huge Jewish and Turkish communities in LOCATION1, and lots of Chinese people in the south especially around LOCATION2",,LOCATION1,multicultural,Positive
338, for example you could choose to live near LOCATION1 where an uncompromisingly nice house would cost you upwards of a million,,LOCATION1,price,Negative
339, from LOCATION1 your only a ten minuet drive from LOCATION2,,LOCATION1,transit-location,Positive
340, go for somewhere as close to LOCATION1 as possible as its generally safer,,LOCATION1,safety,Positive
341, i have family in LOCATION1 and it is such a great place with the gardens  it is only 45 minutes by tube to central London,,LOCATION1,green-nature,Positive
342," i live in LOCATION1 at the moment, which is quite far away",,LOCATION1,transit-location,Negative
343," i live in London , to be honest ` LOCATION1 is not the best area",,LOCATION1,general,Negative
344," i live in england,LOCATION1 so if people ask me where do i live should i just say ""London""",,LOCATION1,general,Negative
345, i think LOCATION2 and LOCATION1 are pretty much no-go areas in Essex,,LOCATION2,general,Negative
346, i will recommend the LOCATION1 area because there  is low crime as far as i know and the houses are pretty reasonable maybe a bit expensive but it is worth it and there is good access to London by car (i think) and definitely good access by public transport ,,LOCATION1,transit-location,Positive
347, i would say most parts of LOCATION1 are total safe for anyone at any time,,LOCATION1,safety,Positive
348, i would try LOCATION1 or LOCATION2 as they are both in west London and are generally decent areas  and some of the cheapest property in London will be found around there,,LOCATION1,price,Positive
349," i'll say around LOCATION1 area, which has markets and supermarkets or near there like barnard area or caledonian road",,LOCATION1,shopping,Positive
350, i'm moving to LOCATION1 which is nicer but a lot more expensive,,LOCATION1,price,Negative
351," if I had enough money, I would definitely live in LOCATION2 or LOCATION1",,LOCATION2,price,Negative
352, if head into places like LOCATION1 which will probably exceed your budget,,LOCATION1,price,Negative
353, if something bad happens in London suburbs it's seven out of then times in LOCATION1,,LOCATION1,safety,Negative
354," if yorue looking for a decent meal, really- head to LOCATION1",,LOCATION1,dining,Positive
355," if you are poor LOCATION1 will be great,",,LOCATION1,general,Negative
356," if you can afford it move to the LOCATION1 or LOCATION2, lovely little areas",,LOCATION2,general,Positive
357, if you had a limitless budget somewhere like LOCATION1 is a great choice but it 's a very upmarket area and ,,LOCATION1,price,Negative
358, if you move to LOCATION1 where im from then you will get cheaper accomodation and the train is only 30 minutes to central London,,LOCATION1,price,Positive
359," if you need a less costly place, look at the area around LOCATION2 on the LOCATION1  ",,LOCATION2,price,Positive
360, it depends where in LOCATION1 your going to live as there are some council astates there i would not live in,,LOCATION1,live,Negative
361, it is not that bad in LOCATION1,,LOCATION1,general,Positive
362, it ok to live near LOCATION1 ,,LOCATION1,live,Positive
363, ive been to most of LOCATION1 at all times of the night without mishap,,LOCATION1,safety,Positive
364," just South of LOCATION2 called LOCATION1, which is notoriously rough",,LOCATION1,safety,Negative
365, living near to LOCATION1 would be very cool,,LOCATION1,live,Positive
366, move to somewhere like LOCATION2/LOCATION1 youre not that far from the central,,LOCATION1,general,Positive
367, my friends in LOCATION2 and LOCATION1 have experienced much more crime and seen more scary things,,LOCATION1,safety,Negative
368," nice places to live LOCATION1, LOCATION2 London ",,LOCATION1,live,Positive
369, not all LOCATION1 is nice  ,,LOCATION1,general,Negative
370, not that long ago a woman was shot in the head for her phone in LOCATION1,,LOCATION1,safety,Negative
371," out towards LOCATION1 places get affordable - these areas are quite 'green and nice', despite what people say",,LOCATION1,general,Positive
372, over here in E8 LOCATION1 things are just fine,,LOCATION1,general,Positive
373, places like LOCATION1 and LOCATION2 are good to live in if you are looking for more quiet areas but be warned they arent very central ,,LOCATION2,quiet,Positive
374," places such as LOCATION1, which is south London are up and coming areas, that have quite a few council homes and nice area, it is very close to the London centre, only a few tube stops",,LOCATION1,general,Positive
375, tehre are reasoanble shops on LOCATION1 Road but not perhaps quite so many nice pubs and restaurants,,LOCATION1,nightlife,Negative
376, the LOCATION1 area is alot cheaper although it has alot of rougher areas and a fairly high crime rate - knife and gang crime mostly,,LOCATION1,price,Positive
377, the big advantage of LOCATION1 is the transport links   at Finsbury Park Station you've got two tube lines and mainline rail lines and can get to just about anywhere in London easily   ,,LOCATION1,transit-location,Positive
378, the least environmental impact is to expand LOCATION1 as it's an established hub with proper transport links ,,LOCATION1,transit-location,Positive
379, the mainline train from LOCATION1  only takes about 23 minutes to reach LOCATION2 in Central London,,LOCATION1,transit-location,Positive
380, the nice parts of LOCATION1 are very expensive,,LOCATION1,price,Negative
381, the whole of the LOCATION1 area is very crowded,,LOCATION1,quiet,Negative
382," there are about a dozen properties within five miles of LOCATION1 - one of them in LOCATION2, as it happens",,LOCATION1,quiet,Negative
383, there is the northern end of LOCATION1 where there is also good links to town,,LOCATION1,transit-location,Positive
384, to be honest I meant LOCATION1  end isn't exactly glamorous,,LOCATION1,general,Negative
385, try the harlequin shopping centre in LOCATION1,,LOCATION1,shopping,Positive
386," unless the area is really expensive It is not a good area,LOCATION1 in general can be quite rough",,LOCATION1,safety,Negative
387, you absolutely have to check LOCATION1 out,,LOCATION1,general,Positive
